dependent_feature,independent_feature,beta,t_statistic,p,n,q
sleep_awakeningsCount,bacteria_firmicutes_clostridia_clostridiales_lachnospiraceae_unclassified,-0.07660875702019698,-0.3749070987890711,0.7077519230586575,3560.0,0.8347109331688922
sleep_awakeningsCount,bacteria_bacteroidetes_bacteroidia_bacteroidales_prevotellaceae_prevotella,0.07970540569195848,1.8173423529766086,0.06925416910050697,3349.0,0.15838626175119302
sleep_awakeningsCount,bacteria_firmicutes_clostridia_clostridiales_lachnospiraceae_coprococcus,-0.6170015711157487,-4.800778032573784,1.6456568082582495e-06,3558.0,1.4911665772789036e-05
sleep_awakeningsCount,bacteria_firmicutes_clostridia_clostridiales_ruminococcaceae_ruminococcus,0.060062143523032435,0.5033523024677614,0.6147477856297832,3560.0,0.7776296775487855
sleep_awakeningsCount,bacteria_proteobacteria_gammaproteobacteria_enterobacteriales_enterobacteriaceae_unclassified,0.16562341097806788,2.5290632544804295,0.011487310042396674,3021.0,0.03961430791855162
sleep_awakeningsCount,bacteria_firmicutes_clostridia_clostridiales_unclassified_unclassified,0.40814401491017394,1.9544412519757812,0.05072734020231855,3560.0,0.1224072774447252
sleep_awakeningsCount,bacteria_firmicutes_clostridia_clostridiales_ruminococcaceae_oscillospira,1.4110725058029314,7.766829601497243,1.0451619782581427e-14,3560.0,3.3146565596186813e-13
sleep_awakeningsCount,bacteria_firmicutes_erysipelotrichi_erysipelotrichales_erysipelotrichaceae_unclassified,-0.30551413229140156,-3.727781341448089,0.00019621266536261196,3523.0,0.0011615789789466628
sleep_awakeningsCount,bacteria_firmicutes_clostridia_clostridiales_ruminococcaceae_unclassified,0.4132831192406331,1.8147111807490963,0.06965254943263234,3560.0,0.15838626175119302
sleep_awakeningsCount,bacteria_firmicutes_clostridia_clostridiales_christensenellaceae_unclassified,0.041063082983959165,0.5382261752201789,0.5904566254639969,3359.0,0.7567568491341974
sleep_awakeningsCount,bacteria_firmicutes_bacilli_lactobacillales_lactobacillaceae_lactobacillus,-0.20061771277514934,-2.366212595879426,0.018040427402662474,2741.0,0.05601363473274223
